sentence,label
মেলা লম্বা,Barishal
হেরে কাজল দেলে মেলা ভালো লাগে,Barishal
কাজল দেলে মেলা ভালো লাগে,Barishal
মেলা ভালো লাগে,Barishal
তুমি এইহানে থাকলে মুই খুশি,Barishal
এইহানে থাকলে মুই খুশি,Barishal
থাকলে মুই খুশি,Barishal
মুই খুশি,Barishal
মোর লাল রঙের গাড়িডা গতকাইল চুরি হইয়া গেছে,Barishal
লাল রঙের গাড়িডা গতকাইল চুরি হইয়া গেছে,Barishal
গাড়িডা গতকাইল চুরি হইয়া গেছে,Barishal
গতকাইল চুরি হইয়া গেছে,Barishal
চুরি হইয়া গেছে,Barishal
শুক্কুরবার মোরা থোইক্কা গেছি,Barishal
হে মোরে অপমান হরে,Barishal
মোরে অপমান হরে,Barishal
অপমান হরে,Barishal
হে অপমান হরে,Barishal
তুমি কি মোরে চেনো?,Barishal
শুক্কুরবার মায়ে হাসইও কথাই কইসেলে,Barishal
শুক্কুরবার মুই ওইহানে যামু,Barishal
শুক্কুরবার হুমমে যামু না,Barishal
শুক্কুরবার হুমমে যামু,Barishal
তুমি মোরে চেনো?,Barishal
মোরে চেনো?,Barishal
মুই আইজ বেইন্ন্যা কালে ফুটবল খেলেছি,Barishal
আইজ বেইন্ন্যা কালে ফুটবল খেলেছি,Barishal
বেইন্ন্যা কালে ফুটবল খেলেছি,Barishal
মুই বেইন্ন্যা কালে ফুটবল খেলেছি,Barishal
মুই কালে ফুটবল খেলেছি,Barishal
মুই তোমার মনের কথা বোঝতে পারি না,Barishal
তোমার মনের কথা বোঝতে পারি না,Barishal
মনের কথা বোঝতে পারি না,Barishal
মুই মনের কথা বোঝতে পারি না,Barishal
মুই কথা বোঝতে পারি না,Barishal
মুই বোঝতে পারি না,Barishal
তোমার লাইগা মোর বেমালা কষ্ট হয়,Barishal
মোর বেমালা কষ্ট হয়,Barishal
মোগো হপন মেলা বড়,Barishal
মুই এউক্কা পোলা,Barishal
মুই এউক্কা মাইয়া,Barishal
আমনের লগে পরিচিত হইয়া ভালো লাগছে,Barishal
পরিচিত হইয়া ভালো লাগছে,Barishal
ভালো লাগছে,Barishal
মেলাদিন পর আমনেরে দেখলাম,Barishal
মেলাদিন পর,Barishal
আমনেরে দেখলাম,Barishal
পরথমে আমনেরে এউক্কা দোকানে যাইতে হইবে,Barishal
আমনেরে এউক্কা দোকানে যাইতে হইবে,Barishal
এউক্কা দোকানে যাইতে হইবে,Barishal
দোকানে যাইতে হইবে,Barishal
যাইতে হইবে,Barishal
পরথমে এউক্কা দোকানে যাইতে হইবে,Barishal
পরথমে দোকানে যাইতে হইবে,Barishal
মেলাদিন পর তোমারে দেখলাম,Barishal
মেলাদিন পর,Barishal
তোমারে দেখলাম,Barishal
তোমারে দেইখা থমকে খারাইয়া আছেলাম,Barishal
তোমারে দেইখা,Barishal
থমকে খারাইয়া আছেলাম,Barishal
খারাইয়া আছেলাম,Barishal
আব্বা মোর লাইগা লাল জামা কিন্ন্যা আনছে,Barishal
মোর লাইগা লাল জামা কিন্ন্যা আনছে,Barishal
লাল জামা কিন্ন্যা আনছে,Barishal
জামা কিন্ন্যা আনছে,Barishal
কিন্ন্যা আনছে,Barishal
আব্বা লাল জামা কিন্ন্যা আনছে,Barishal
আব্বা জামা কিন্ন্যা আনছে,Barishal
আব্বা কিন্ন্যা আনছে,Barishal
আব্বা মোর লাইগা সবুজ জামা কিন্ন্যা আনছে,Barishal
আব্বা মোর লাইগা কালো জামা কিন্ন্যা আনছে,Barishal
আব্বা মোর লাইগা সাদাজামা কিন্ন্যা আনছে,Barishal
আব্বা মোর লাইগা নীল জামা কিন্ন্যা আনছে,Barishal
আব্বা মোর লাইগা বেগুনি জামা কিন্ন্যা আনছে,Barishal
আব্বা মোর লাইগা গোলাপি জামা কিন্ন্যা আনছে,Barishal
আব্বা মোর লাইগা আকাশী জামা কিন্ন্যা আনছে,Barishal
আব্বা মোর লাইগা মেরুন জামা কিন্ন্যা আনছে,Barishal
আব্বা মোর লাইগা কমলাজামা কিন্ন্যা আনছে,Barishal
আব্বা মোর লাইগা খয়েরি জামা কিন্ন্যা আনছে,Barishal
মোর দোস্তো মোরে লাল জামা কিন্ন্যা দেছে,Barishal
দোস্তো মোরে লাল জামা কিন্ন্যা দেছে,Barishal
মোরে লাল জামা কিন্ন্যা দেছে,Barishal
লাল জামা কিন্ন্যা দেছে,Barishal
জামা কিন্ন্যা দেছে,Barishal
কিন্ন্যা দেছে,Barishal
মোর দোস্তো মোরে একডা লাল গোলাপ কিন্ন্যা দেছে,Barishal
দোস্তো মোরে একডা লাল গোলাপ কিন্ন্যা দেছে,Barishal
মোরে একডা লাল গোলাপ কিন্ন্যা দেছে,Barishal
একডা লাল গোলাপ কিন্ন্যা দেছে,Barishal
লাল গোলাপ কিন্ন্যা দেছে,Barishal
গোলাপ কিন্ন্যা দেছে,Barishal
মোরা জীবনে ভুলতে পারমু না,Barishal
জীবনে ভুলতে পারমু না,Barishal
ভুলতে পারমু না,Barishal
মোরা ভুলতে পারমু না,Barishal
মোরা জীবনে পারমু না,Barishal
মোরা পারমু না,Barishal
এই লেদা পোলাডা এউক্কা বল দিয়া খেলতেয়াছে,Barishal
পোলাডা এউক্কা বল দিয়া খেলতেয়াছে,Barishal
এউক্কা বল দিয়া খেলতেয়াছে,Barishal
বল দিয়া খেলতেয়াছে,Barishal
এই লেদা পোলাডা বল দিয়া খেলতেয়াছে,Barishal
পোলাডা বল দিয়া খেলতেয়াছে,Barishal
বেডাডা ফোনে কথা কয়তেয়াছে,Barishal
ফোনে কথা কয়তেয়াছে,Barishal
কথা কয়তেয়াছে,Barishal
তোমার পছন্দের কতোডি বই কিনছি,Barishal
পছন্দের কতোডি বই কিনছি,Barishal
কতোডি বই কিনছি,Barishal
কতোডি বই কিনছি,Barishal
বই কিনছি,Barishal
তোমার পছন্দের কতোডি বই কিনছি,Barishal
তোমার পছন্দের বই কিনছি,Barishal
আমনে নিজের পরিবার লইয়া বহেন,Barishal
নিজের পরিবার লইয়া বহেন,Barishal
পরিবার লইয়া বহেন,Barishal
লইয়া বহেন,Barishal
আমনে পরিবার লইয়া বহেন,Barishal
আমনে লইয়া বহেন,Barishal
মোরে এউক্কা সাহায্য করবেন,Barishal
এউক্কা সাহায্য করবেন,Barishal
সাহায্য করবেন,Barishal
মোরে সাহায্য করবেন,Barishal
তুমি মোর লগে আর কথা কবা না,Barishal
মোর লগে আর কথা কবা না,Barishal
আর কথা কবা না,Barishal
কথা কবা না,Barishal
কবা না,Barishal
তুমি আর কথা কবা না,Barishal
তুমি কথা কবা না,Barishal
তুমি কবা না,Barishal
এউক্কা রঙ্গিন ছবি তোলতে হইবো মোগো বেবাকের,Barishal
এউক্কা রঙ্গিন ছবি তোলতে হইবো মোগো,Barishal
এউক্কা রঙ্গিন ছবি তোলতে হইবো,Barishal
রঙ্গিন ছবি তোলতে হইবো,Barishal
ছবি তোলতে হইবো,Barishal
তোলতে হইবো,Barishal
এউক্কা রঙ্গিন ছবি তোলতে হইবো মোগো,Barishal
রঙ্গিন ছবি তোলতে হইবো মোগো,Barishal
ছবি তোলতে হইবো মোগো,Barishal
তোলতে হইবো মোগো,Barishal
আর কতো ছুটি কাডামু,Barishal
কতো ছুটি কাডামু,Barishal
ছুটি কাডামু,Barishal
আমনে বাইচ্চা আছেন?,Barishal
বাইচ্চা আছেন?,Barishal
আমনে আছেন?,Barishal
দেখা করা যাইবে,Barishal
করা যাইবে,Barishal
দেখা যাইবে,Barishal
মুই মোর পরিবারের লগে কথা কইতে চাই,Barishal
মোর পরিবারের লগে কথা কইতে চাই,Barishal
পরিবারের লগে কথা কইতে চাই,Barishal
কথা কইতে চাই,Barishal
মুই পরিবারের লগে কথা কইতে চাই,Barishal
"মোর পরিবারে মুই, মা, আব্বা আর এউক্কা ছোডো বুইন",Barishal
"মোর পরিবারে মুই, মা, আব্বা",Barishal
মোর পরিবারে মুই,Barishal
"মোর পরিবারে মুই, মা, আব্বা আর ছোডো বুইন",Barishal
"মোর পরিবারে মুই, মা, আব্বা আর বুইন",Barishal
এউক্কা ছোডো বুইন,Barishal
মোগো বেবাগডি একসময় একলগে আছি,Barishal
বেবাগডি একসময় একলগে আছি,Barishal
একসময় একলগে আছি,Barishal
একলগে আছি,Barishal
মোগো বেবাগডি একলগে আছি,Barishal
এউক্কা কথাও আর কইয়ো না,Barishal
কথাও আর কইয়ো না,Barishal
আর কইয়ো না,Barishal
কইয়ো না,Barishal
এউক্কা কথাও কইয়ো না,Barishal
আমনেরা যারা মোরে এহনো চেনেন না,Barishal
যারা মোরে এহনো চেনেন না,Barishal
মোরে এহনো চেনেন না,Barishal
এহনো চেনেন না,Barishal
চেনেন না,Barishal
আমনেরা মোরে এহনো চেনেন না,Barishal
আমনেরা এহনো চেনেন না,Barishal
আমনেরা চেনেন না,Barishal
হিতাহে হুইয়া টিভি দেখতেয়াছিলাম,Barishal
হুইয়া টিভি দেখতেয়াছিলাম,Barishal
টিভি দেখতেয়াছিলাম,Barishal
হিতাহে টিভি দেখতেয়াছিলাম,Barishal
লও ঘুড্ডি উড়াই,Barishal
ঘুড্ডি উড়াই,Barishal
লও উড়াই,Barishal
মুই লেদা কালে বেমালা বেধাবী আছিলাম,Barishal
লেদা কালে বেমালা বেধাবী আছিলাম,Barishal
বেমালা বেধাবী আছিলাম,Barishal
বেধাবী আছিলাম,Barishal
মুই বেমালা বেধাবী আছিলাম,Barishal
মুই বেধাবী আছিলাম,Barishal
মোর নৌকায় ঘুরতে বেমালা ভালো লাগে,Barishal
নৌকায় ঘুরতে বেমালা ভালো লাগে,Barishal
ঘুরতে বেমালা ভালো লাগে,Barishal
বেমালা ভালো লাগে,Barishal
ভালো লাগে,Barishal
মোর ঘুরতে বেমালা ভালো লাগে,Barishal
মোর বেমালা ভালো লাগে,Barishal
মোর ভালো লাগে,Barishal
জাইলারা মাছ ধরতেয়াছে,Barishal
মাছ ধরতেয়াছে,Barishal
জাইলারা রতেয়াছে,Barishal
মুই আম খামু,Barishal
আম খামু,Barishal
মুই খামু,Barishal
আম মোর প্রিয় ফল,Barishal
মোর প্রিয় ফল,Barishal
প্রিয় ফল,Barishal
আম প্রিয় ফল,Barishal
আইজ তোমার ভাইরে দেখলাম,Barishal
তোমার ভাইরে দেখলাম,Barishal
ভাইরে দেখলাম,Barishal
আইজ ভাইরে দেখলাম,Barishal
তমার গানের গলা মেলা ভালো,Barishal
গানের গলা মেলা ভালো,Barishal
গলা মেলা ভালো,Barishal
মেলা ভালো,Barishal
তমার গলা মেলা ভালো,Barishal
মুই তোমার হাসির প্রেমে পরছি,Barishal
তোমার পরিবারে কেডা কেডা আছে?,Barishal
পরিবারে কেডা কেডা আছে?,Barishal
কেডা কেডা আছে?,Barishal
কেডা আছে?,Barishal
ক্রিকেট খেলা তোমার কেমন লাগে?,Barishal
খেলা তোমার কেমন লাগে?,Barishal
তোমার কেমন লাগে?,Barishal
কেমন লাগে?,Barishal
ক্রিকেট তোমার কেমন লাগে?,Barishal
ক্রিকেট কেমন লাগে?,Barishal
মোর ধারে মোডেও ভালো লাগে না,Barishal
মোর বেমালা ভালো লাগে,Barishal
তোমার বাপে কি করে?,Barishal
বাপে কি করে?,Barishal
কি করে?,Barishal
তোমার ভাই কম্মে চাকরি করে?,Barishal
ভাই কম্মে চাকরি করে?,Barishal
কম্মে চাকরি করে?,Barishal
চাকরি করে?,Barishal
মুই মুরহার গোস্তো বেশি পছন্দ করি,Barishal
মুরহার গোস্তো বেশি পছন্দ করি,Barishal
গোস্তো বেশি পছন্দ করি,Barishal
বেশি পছন্দ করি,Barishal
পছন্দ করি,Barishal
মুই গোস্তো বেশি পছন্দ করি,Barishal
তুমি কি খাইতে পছন্দ করো?,Barishal
কি খাইতে পছন্দ করো?,Barishal
খাইতে পছন্দ করো?,Barishal
মুই ইচা মাছ খাইতে পছন্দ করি,Barishal
ইচা মাছ খাইতে পছন্দ করি,Barishal
মাছ খাইতে পছন্দ করি,Barishal
খাইতে পছন্দ করি,Barishal
করতেয়াছেন কি আমনে এহন?,Barishal
করতেয়াছেন কি আমনে,Barishal
করতেয়াছেন কি এহন?,Barishal
মুই একটা বই পড়তেয়াছি,Barishal
একটা বই পড়তেয়াছি,Barishal
বই পড়তেয়াছি,Barishal
মুই বই পড়তেয়াছি,Barishal
আমনে কি অন্য বই পরছেন?,Barishal
অন্য বই পরছেন?,Barishal
বই পরছেন?,Barishal
তুমি কি সরকারি চাকরি করতেয়াছেন?,Barishal
সরকারি চাকরি করতেয়াছেন?,Barishal
চাকরি করতেয়াছেন?,Barishal
তুমি সরকারি চাকরি করতেয়াছেন?,Barishal
তুমি চাকরি করতেয়াছেন?,Barishal
মুই একজন সরকারি কর্মকর্তা,Barishal
মুই সরকারি কর্মকর্তা,Barishal
তুমি কি চাকরি করতেয়াছ?,Barishal
কি চাকরি করতেয়াছ?,Barishal
মুই কির লাইগা হক্কল কালে কষ্ট পাই?,Barishal
কির লাইগা হক্কল কালে কষ্ট পাই?,Barishal
হক্কল কালে কষ্ট পাই,Barishal
কষ্ট পাই,Barishal
মোর ভালোবাসায় কম কি আছেলো?,Barishal
ভালোবাসায় কম কি আছেলো?,Barishal
কম কি আছেলো?,Barishal
হেরা তিন ভাই আছেলো তয় হেগো মইধ্যে মিল আছিলো না,Barishal
হেরা তিন ভাই আছেলো,Barishal
তয় হেগো মইধ্যে মিল আছিলো না,Barishal
হেগো মইধ্যে মিল আছিলো না,Barishal
মিল আছিলো না,Barishal
মিল আছিলো,Barishal
হেরা তিন ভাই আছেলো তয় হেগো মইধ্যে মিল আছিলো,Barishal
আমনে মোর লগে এমনে কথা কইতে পারেন না,Barishal
মোর লগে এমনে কথা কইতে পারেন না,Barishal
এমনে কথা কইতে পারেন না,Barishal
কথা কইতে পারেন না,Barishal
আমনে এমনে কথা কইতে পারেন না,Barishal
আমনে কথা কইতে পারেন না,Barishal
আইজ কয় তারিখ?,Barishal
কয় তারিখ?,Barishal
হগলডি কেমন আছ?,Barishal
আইজ দুফারে মোগো দাওয়াত আছে,Barishal
দুফারে মোগো দাওয়াত আছে,Barishal
মোগো দাওয়াত আছে,Barishal
দাওয়াত আছে,Barishal
ঘড়িতে কয়ডা বাজে?,Barishal
কয়ডা বাজে?,Barishal
আইজ মোর জন্মদিন,Barishal
মোর জন্মদিন,Barishal
আইজ জন্মদিন,Barishal
হে মোরে এউক্কা উপহার দেছে,Barishal
মোরে এউক্কা উপহার দেছে,Barishal
এউক্কা উপহার দেছে,Barishal
উপহার দেছে,Barishal
হে মেলা বেলা কইররা ঘুমায়,Barishal
মেলা বেলা কইররা ঘুমায়,Barishal
বেলা কইররা ঘুমায়,Barishal
এহন তুমি গান গাইতে পারবা না,Barishal
তুমি গান গাইতে পারবা না,Barishal
গান গাইতে পারবা না,Barishal
গাইতে পারবা না,Barishal
আমনে মেলা ভালো মানুষ,Barishal
মেলা ভালো মানুষ,Barishal
ভালা মানুষ,Barishal
আমনে ভালো মানুষ,Barishal
মোরা ঢাহায় থাহি,Barishal
ঢাহায় থাহি,Barishal
মুই ঢাহার মিরপুরে থাহি,Barishal
ঢাহার মিরপুরে থাহি,Barishal
মিরপুরে থাহি,Barishal
মুই মিরপুরে থাহি,Barishal
মুই হের চোহের মায়ায় পরছি,Barishal
হের চোহের মায়ায় পরছি,Barishal
চোহের মায়ায় পরছি,Barishal
মায়ায় পরছি,Barishal
মুই চোহের মায়ায় পরছি,Barishal
মুই মায়ায় পরছি,Barishal
হের হাসি বেমালা সুন্দর,Barishal
হাসি বেমালা সুন্দর,Barishal
হে হের পরিবাররে ভালোবাসে,Barishal
হের পরিবাররে ভালোবাসে,Barishal
পরিবাররে ভালোবাসে,Barishal
হে পরিবাররে ভালোবাসে,Barishal
হের লাইগা মুই সবকিছু করতে পারি,Barishal
মুই সবকিছু করতে পারি,Barishal
সবকিছু করতে পারি,Barishal
হের লাইগা সবকিছু করতে পারি,Barishal
মুই হেরে ভালোবাসি,Barishal
হেরে ভালোবাসি,Barishal
গের চুলগুলান মেলা লম্বা,Barishal
এডা কেডা,Barishal
উনি কেডা,Barishal
হামনে কন,Barishal
হামনে মোর লগে যাইবেন,Barishal
হামনে ভাইর ভক্ত,Barishal
তুই কোই,Barishal
তোর নাম কি সামি,Barishal
দেইখ্যা কেমন যানি লাগজে,Barishal
জম্মের কাম হইছে,Barishal
হগোডির বউ সুন্দর মোর বউ কালা,Barishal
সামসু মেয়া মোর চাইয়া ছোডো,Barishal
যাওয়ার ক্যালা কোমমে গেছিলি,Barishal
ভাললাগে না,Barishal
তোর কানে কতা যায়,Barishal
মুই তো ডরাইছেলাম,Barishal
গরু বান্দা লাগবে না,Barishal
মুই বাফেরে চিনি,Barishal
আব্বারে কইলাম মোরে বিয়া হরাবা না,Barishal
মুই তোর লইগগ্যা কি আনমু,Barishal
তোর কতা মোনে থাকপে,Barishal
মোগো বাড়ি ক্যা,Barishal
এইয়া কি খাওন?,Barishal
এহেনে মানু মরে,Barishal
তুই রং ম্যাস্তুরি,Barishal
পারমু না,Barishal
করমু না,Barishal
পরমু না,Barishal
জামু না,Barishal
,
আমি ওদিকে যাব না,Standard_Bangla
আমি ওদিকে যাব,Standard_Bangla
একটি কবিতা বল,Standard_Bangla
আমার কবুতর পছন্দ,Standard_Bangla
আমার কপাল ভাল,Standard_Bangla
সে কিভাবে ঝিমাচ্ছে দেখ,Standard_Bangla
কি পেয়েছেন,Standard_Bangla
আমি তোমাকে দেখে নেবো,Standard_Bangla
ভুলে গেছো,Standard_Bangla
কি তরকারি,Standard_Bangla
আমি পারবো,Standard_Bangla
সে পালিয়েছে,Standard_Bangla
সে অনেক ভীতু,Standard_Bangla
তরকারি নাও,Standard_Bangla
কাছে এসো,Standard_Bangla
আপনাকে পাঠিয়েছে,Standard_Bangla
শিমুর গোলাপি রং পছন্দ,Standard_Bangla
শিমুর আকাশী রং পছন্দ,Standard_Bangla
শিমুর ধূসর রং পছন্দ,Standard_Bangla
শিমুর মেরুন রং পছন্দ,Standard_Bangla
শিমুর কমলা রং পছন্দ,Standard_Bangla
শিমুর খয়েরি রং পছন্দ,Standard_Bangla
আপনারা আগে যান,Standard_Bangla
আপনি কোথায় থেকে এসেছেন?,Standard_Bangla
সামলে রেখো।,Standard_Bangla
কি করবে আমি যদি ঠিক থাকি,Standard_Bangla
আমার কথা বুঝিস তুই?,Standard_Bangla
আমার পিছন কি?,Standard_Bangla
তোমাকে আমরা দেখে নেবো,Standard_Bangla
যাওয়ার সময় কোথায় গেছিস,Standard_Bangla
প্রানটা ঘরে রেখে,Standard_Bangla
মাথায় হাত দিয়ে বলো আমাকে ধোঁকা দিবে না,Standard_Bangla
তোমার নাম লিখে দিয়েছি,Standard_Bangla
না ও বলিস হা বলিস।,Standard_Bangla
আমি জানি তুমি এসেছো,Standard_Bangla
তুমি কাল এসো,Standard_Bangla
আমি জানি তুমি এসেছো,Standard_Bangla
সিটি কর্পোরেশন অফিস আছে,Standard_Bangla
অনেক কষ্টে আছি,Standard_Bangla
আমি সত্যি খুব অসহায় বোধ করছি,Standard_Bangla
আমি খুব অসহায় বোধ করছি,Standard_Bangla
খুব অসহায় বোধ করছি,Standard_Bangla
অসহায় বোধ করছি,Standard_Bangla
আমি সত্যি খুব অসহায়,Standard_Bangla
ভিডিও বানানোর কি দরকার ছিল?,Standard_Bangla
বানানোর কি দরকার ছিল?,Standard_Bangla
আমাকে ডাক,Standard_Bangla
সিলেট থেকে আমার সাথে দেখা করতে এসেছিল,Standard_Bangla
আমার সাথে দেখা করতে এসেছিল,Standard_Bangla
দেখা করতে এসেছিল,Standard_Bangla
সিলেট থেকে ঢাকায় এসেছে,Standard_Bangla
স্পর্শ করবেন না,Standard_Bangla
হয়ে গিয়েছি,Standard_Bangla
আসল কথায় আসা,Standard_Bangla
আমি ভাত খাবো না রাগ করছি,Standard_Bangla
আপনি আমাকে ছেড়ে চলে যাবেন,Standard_Bangla
বিয়ে হয় অনেক বছর আগে,Standard_Bangla
যাওয়ার কথা নেই,Standard_Bangla
চিন্তা করছি কিছু একটা করবো,Standard_Bangla
সেটি ভাল হবে তোর জন্য,Standard_Bangla
বাড়িতে আসার সময় হয়ে গেছে,Standard_Bangla
সে খাওয়া থেমে বলল,Standard_Bangla
খাবার খেতে গেল,Standard_Bangla
কথা না বলে খাওয়াতে মনযোগ দেয়,Standard_Bangla
খাওয়া শেষ করে তখন তার দিকে গেল,Standard_Bangla
দেখে চোখ গেল,Standard_Bangla
সুন্দর কিছু হতে পারে,Standard_Bangla
বিয়ে করেছে আমার ছোট ভাই,Standard_Bangla
মাথায় বুদ্ধি হয় না,Standard_Bangla
ডিম দেওয়া বন্ধ করে দেয়,Standard_Bangla
সবাইকে বলা হয়েছে,Standard_Bangla
বলা হয়েছে,Standard_Bangla
আপনার এটা করা লাগবে,Standard_Bangla
করা লাগবে,Standard_Bangla
চলে আসবি,Standard_Bangla
"আমি তাকে বললাম, এটা করোনা",Standard_Bangla
আমি তাকে বললাম,Standard_Bangla
এটা করোনা,Standard_Bangla
কি দরকার ছিল?,Standard_Bangla
দরকার ছিল?,Standard_Bangla
বানানোর কি দরকার,Standard_Bangla
এমন করতেছে কেন বসে বসে?,Standard_Bangla
কেন বসে বসে?,Standard_Bangla
এমন করতেছে,Standard_Bangla
এ কি করে সম্ভব?,Standard_Bangla
কি করে সম্ভব?,Standard_Bangla
তুমি এত ঘুমাও কেন?,Standard_Bangla
তুমি ঘুমাও কেন?,Standard_Bangla
ঘুমাও কেন?,Standard_Bangla
এত ঘুমাও কেন?,Standard_Bangla
তুমি ঘুমাও,Standard_Bangla
তোমার কাজ নেই?,Standard_Bangla
কথা ঠিক আছে ?,Standard_Bangla
কান টান লাল করে ফেলবো আমি তোর,Standard_Bangla
আমি কষ্টে আছি,Standard_Bangla
কষ্টে আছি,Standard_Bangla
তোমার সাথে আমার জরুরি কথা আছে,Standard_Bangla
তোমার সাথে আমার কথা আছে,Standard_Bangla
আমার জরুরি কথা আছে,Standard_Bangla
জরুরি কথা আছে,Standard_Bangla
কথা আছে,Standard_Bangla
আমার সকালে উঠেই চা খাওয়ার অভ্যাস,Standard_Bangla
সকালে উঠেই চা খাওয়ার অভ্যাস,Standard_Bangla
চা খাওয়ার অভ্যাস,Standard_Bangla
তুমি দুপুরে কি খেয়েছ?,Standard_Bangla
দুপুরে কি খেয়েছ?,Standard_Bangla
তুমি কি রাতের বেলা বাইরে বের হবে?,Standard_Bangla
রাতের বেলা বাইরে বের হবে?,Standard_Bangla
বাইরে বের হবে?,Standard_Bangla
তুমি কি বাইরে বের হবে?,Standard_Bangla
বের হবে?,Standard_Bangla
আপনার সাথে কথা বলতে আমার অনেক ভালো লাগে,Standard_Bangla
কথা বলতে আমার অনেক ভালো লাগে,Standard_Bangla
আমার অনেক ভালো লাগে,Standard_Bangla
রঙ করতে পারবি নাকি রে,Standard_Bangla
কাজ করতাম কিভাবে?,Standard_Bangla
আমি অনেক কষ্টে আছি,Standard_Bangla
কথা বলতে ভালো লাগে,Standard_Bangla
কথা ভালো লাগে,Standard_Bangla
আপনার সাথে কথা,Standard_Bangla
খেলবি নাকি আমার মেয়ের সাথে,Standard_Bangla
আমার এখন তোমাকে ভাল লাগে,Standard_Bangla
আমার কথা বুঝিস তুই?,Standard_Bangla
কসম আমার গায়ে জ্বর,Standard_Bangla
তোমাকে আমরা দেখে নেবো,Standard_Bangla
তুমি দুপুরে কি দিয়ে ভাত খেয়েছ?,Standard_Bangla
দুপুরে কি দিয়ে ভাত খেয়েছ?,Standard_Bangla
দুপুরে কি খেয়েছ?,Standard_Bangla
কি দিয়ে ভাত,Standard_Bangla
সব থেকে কাছের মানুষ,Standard_Bangla
অনেক ভালো লাগে,Standard_Bangla
ভালো লাগে,Standard_Bangla
কথা বলতে অনেক ভালো লাগে,Standard_Bangla
আমি তোমাকে ডাকব না,Standard_Bangla
তোমাকে ডাকব না,Standard_Bangla
আমি তোমাকে ডাকব,Standard_Bangla
তোমাকে ডাকব,Standard_Bangla
ডাকব না,Standard_Bangla
তোমার এত ঘুম আসে কেন?,Standard_Bangla
তোমার ঘুম আসে কেন?,Standard_Bangla
এত ঘুম আসে কেন?,Standard_Bangla
ঘুম আসে কেন?,Standard_Bangla
তোমার এত ঘুম কেন?,Standard_Bangla
ছেলেটি সাদা রঙের একটি শার্ট পরে এসেছিল,Standard_Bangla
সে এখন রাজশাহী চলে গেছে,Standard_Bangla
সে একদমই হাসে না,Standard_Bangla
সে হাসে না,Standard_Bangla
সে হাসে,Standard_Bangla
হাসে না,Standard_Bangla
একদমই হাসে না,Standard_Bangla
সে রাজশাহী চলে গেছে,Standard_Bangla
রাজশাহী চলে গেছে,Standard_Bangla
চলে গেছে,Standard_Bangla
সে এখন রাজশাহী,Standard_Bangla
আপনার সব থেকে কাছের মানুষটি কে?,Standard_Bangla
আপনার কাছের মানুষটি কে?,Standard_Bangla
কাছের মানুষটি কে?,Standard_Bangla
মানুষটি কে?,Standard_Bangla
ঢাকায় এসেছে,Standard_Bangla
ছেলেটি ঢাকায় এসেছে,Standard_Bangla
সিলেট থেকে ঢাকায়,Standard_Bangla
সাদা রঙের একটি শার্ট পরে এসেছিল,Standard_Bangla
সাদা রঙের একটি শার্ট,Standard_Bangla
সাদা রঙের শার্ট পরে এসেছিল,Standard_Bangla
সাদা রঙের শার্ট,Standard_Bangla
শার্ট পরে এসেছিল,Standard_Bangla
পরে এসেছিল,Standard_Bangla
আমার অনেক খারাপ লাগছে,Standard_Bangla
আমার খারাপ লাগছে,Standard_Bangla
অনেক খারাপ লাগছে,Standard_Bangla
খারাপ লাগছে,Standard_Bangla
তুমি কোন স্কুলে পড়,Standard_Bangla
কোন স্কুলে পড়,Standard_Bangla
আমাদের বাড়ি চাঁদপুর,Standard_Bangla
আমাদের বাড়ি যশোর,Standard_Bangla
তুমি কোথায় যাও,Standard_Bangla
কোথায় যাও,Standard_Bangla
তার বই পর্তে এক্দমি ভাল লাগে না,Standard_Bangla
তোমার কি পড়াশুনা একদমই ভালো লাগে না?,Standard_Bangla
পড়াশুনা একদমই ভালো লাগে না?,Standard_Bangla
তোমার কি পড়াশুনা ভালো লাগে না?,Standard_Bangla
তোমার কি পড়াশুনা ভালো লাগে ?,Standard_Bangla
ভালো লাগে না?,Standard_Bangla
আমি কাজে যেতে চাই,Standard_Bangla
কাজে যেতে চাই না,Standard_Bangla
যেতে চাই না,Standard_Bangla
চাই না,Standard_Bangla
কাজে যেতে চাই,Standard_Bangla
যেতে চাই,Standard_Bangla
আপনি এই কলম টি নিন,Standard_Bangla
এই কলম টি নিন,Standard_Bangla
কলম টি নিন,Standard_Bangla
আপনি কলম টি নিন,Standard_Bangla
তুমি যাবে,Standard_Bangla
"বাচ্চা কাঁদছে, খাবার খাওয়াও",Standard_Bangla
নিজের থাকার জায়গা নেই আবার আরেকজনের ভরণপোষণের দায়িত্ব নিয়েছে,Standard_Bangla
আমাকে সত্যি কথা বলুন,Standard_Bangla
সত্যি কথা বলুন,Standard_Bangla
কথা বলুন,Standard_Bangla
আমাকে সত্যি বলুন,Standard_Bangla
সত্যি বলুন,Standard_Bangla
বাচ্চা কাঁদছে,Standard_Bangla
খাবার খাওয়াও,Standard_Bangla
তুমি ঘুম থেকে তাড়াতাড়ি উঠে যাও,Standard_Bangla
ঘুম থেকে তাড়াতাড়ি উঠে যাও,Standard_Bangla
তাড়াতাড়ি উঠে যাও,Standard_Bangla
উঠে যাও,Standard_Bangla
তুমি তাড়াতাড়ি উঠে যাও,Standard_Bangla
আমি সকালে নাস্তা করে স্কুলে যাই,Standard_Bangla
সকালে নাস্তা করে স্কুলে যাই,Standard_Bangla
